anime_id,anime_url,image_url,name,english_name,score,genres,synopsis,type,episodes,premiered,producers,studios,source,duration,rating,rank,popularity,favorites,scored_by,members
31189,https://myanimelist.net/anime/31189/Watashi_ga_Toriko_ni_Natte_Yaru,https://cdn.myanimelist.net/images/anime/1014/104329.jpg,Watashi ga Toriko ni Natte Yaru,,6.86,Hentai,"Shiho and Saki may be focusing a lot of their efforts on the girl's swim team, but most of the action in their lives is taking place outside of the pool. Shiho discovers one of the school's male students hiding in her changing room locker with a camera, waiting for the chance to film her. Though he was bullied into the situation, Shiho is prepared to show him no mercy and punish him through the most pleasurable means she can think of.

Saki on the other hand is committed to her boyfriend who has more than a little bit of a fetish for underwear. How will he react to the new competitive swimsuit that Saki is wearing though? A meeting on the roof of the high school will determine that, but there's the dangerous, yet tantalizing, chance that they might get discovered.

When a high school has a busty swim team and an unofficial voyeur club, the combination of them gives you the events of Watashi ga Toriko ni Natte Yaru.",OVA,2,,"Queen Bee, Mediabank",Studio 9 Maiami,Manga,20 min per ep,Rx - Hentai,,6166,83,5559,12442
20673,https://myanimelist.net/anime/20673/Hinata_no_Aoshigure,https://cdn.myanimelist.net/images/anime/1775/121961.jpg,Hinata no Aoshigure,Sonny Boy & Dewdrop Girl,6.86,"Adventure, Fantasy, Romance","Hinata is very good at drawing and falls in love with his classmate, Shigure; however, Hinata is not good at talking to people, so he keeps his feelings in his imagination and drawings. Then, Shigure's family decides to move to another town. On the day of their move, Hinata says to himself, ""I must tell her my feelings!"" and starts to chase after the train which is taking Shigure away.

(Source: MAL)",Movie,1,,,Studio Colorido,Original,18 min,PG - Children,5041,4548,47,9777,26860
34032,https://myanimelist.net/anime/34032/King_of_Prism__Pride_the_Hero,https://cdn.myanimelist.net/images/anime/10/83813.jpg,King of Prism: Pride the Hero,,6.86,Sports,,Movie,1,,Avex Pictures,Tatsunoko Production,Original,1 hr 9 min,PG - Children,5051,8805,13,1498,5184
9693,https://myanimelist.net/anime/9693/Moshidora,https://cdn.myanimelist.net/images/anime/9/29166.jpg,Moshidora,,6.86,"Drama, Sports","Minami joins her High School baseball team as a team manager after finding out that her best friend Yuuki is in the hospital and can't be a team manager any more.  In order to try to fill in for Yuuki and to help out the team the best she can, she goes out to find a book on how to manage a baseball team.

Unfortunately, she accidentally buys Peter Drucker's book called ""Management: Tasks, Responsibilities, Practices"" which is actually about how to properly manage a business.  Because she couldn't return the book, she decides to read it anyway and to try to apply the business management concepts to the baseball team so that way they can go on and win the Nationals.",TV,10,spring 2011,NHK,Production I.G,Novel,25 min per ep,PG-13 - Teens 13 or older,5056,4879,21,9313,22614
10122,https://myanimelist.net/anime/10122/Kowarekake_no_Orgel_Special,https://cdn.myanimelist.net/images/anime/8/27907.jpg,Kowarekake no Orgel Special,,6.86,"Drama, Sci-Fi","Extra episode of Kowarekake no Orgel which was added to theatrical release of anime and DVD/BD.

Flower notices that Keiichiro seems tired and decides to cook something new for him.",Special,1,,ElectromagneticWave,,Original,8 min,G - All Ages,5053,6622,2,5842,10452
36793,https://myanimelist.net/anime/36793/3D_Kanojo__Real_Girl,https://cdn.myanimelist.net/images/anime/1327/93616.jpg,3D Kanojo: Real Girl,Real Girl,6.86,Romance,"For Hikari Tsutsui, life within the two-dimensional realm is much simpler. Socially inept and awkward, he immerses himself in video games and anime, only to be relentlessly ridiculed and ostracized by his classmates. Sharing his misery is Yuuto Itou, his only friend, who wears cat ears and is equally obsessed with the world of games.

After being forced to clean the pool as punishment for arriving late, Tsutsui meets Iroha Igarashi, but he attempts to steer clear of her, as her notoriety precedes her. Brazenly blunt, loathed by female classmates, and infamous for messing around with boys, Tsutsui believes that getting involved with her would cause nothing but problems.

3D Kanojo: Real Girl is a story revolving around these two outcasts—a boy full of emotions he has never experienced before, struggling to lay them bare, and a girl who strives to break him out of his shell.

[Written by MAL Rewrite]",TV,12,spring 2018,"VAP, Nippon Television Network, DeNA",Hoods Entertainment,Manga,22 min per ep,PG-13 - Teens 13 or older,5023,713,1642,176443,357330
37858,https://myanimelist.net/anime/37858/Free_Movie_1__Timeless_Medley_-_Kizuna_-_Character_Butai_Aisatsu,https://cdn.myanimelist.net/images/anime/1970/92777.jpg,Free! Movie 1: Timeless Medley - Kizuna - Character Butai Aisatsu,,6.86,Comedy,Character Stage Greeting Manner Special's shown before main movie. Later included on the movie Blu-ray and DVD release.,Movie,4,,,Kyoto Animation,Original,4 min per ep,PG-13 - Teens 13 or older,5033,7548,6,1924,7546
29589,https://myanimelist.net/anime/29589/Denpa_Kyoushi,https://cdn.myanimelist.net/images/anime/4/73475.jpg,Denpa Kyoushi,Ultimate Otaku Teacher,6.86,"Comedy, Romance","Junichirou Kagami is a young published physicist, a genius, and a hopeless otaku. At the mercy of YD, a self-diagnosed illness which causes him to only be able to do what he ""Yearns to Do,"" Junichirou foregoes his scientific career to maintain and improve his anime blog. However, when he gets hired as a high school physics teacher; his sister Suzune, no longer willing to tolerate his NEET lifestyle, forces him to take the position.

Despite the fact that Junichirou has no motivation to teach the standard curriculum, he may still have something of value to teach his students outside of academics. With his class in tow, Junichirou embarks on an unlikely journey filled with life lessons such as acceptance of others, how to make lasting friends, and what it means to live a better life by doing what you yearn to do.

[Written by MAL Rewrite]",TV,24,spring 2015,"Yomiuri Telecasting, Shogakukan",A-1 Pictures,Manga,23 min per ep,PG-13 - Teens 13 or older,5032,1574,324,71387,159402
30375,https://myanimelist.net/anime/30375/Starmyu,https://cdn.myanimelist.net/images/anime/10/75765.jpg,Starmyu,Starmyu,6.86,Slice of Life,"Yuuta Hoshitani enrolls in the prestigious Ayanagi Academy in hopes of finding the high school student who inspired him. The academy is well-known for producing exceptional musical talent, but students must first compete for acceptance into the Musical Department. At the top of the department is the Kao Council—a group of third-year students who possess a great deal of influence over the school and admission into the department. The fastest route to entering the department for Hoshitani is to find a way into a Star Team, which would allow him to be taught by a member of the Kao Council.

After catching the eyes of Itsuki Ootori, Hoshitani finds himself under the tutelage of the Kao Council's most eccentric member. Alongside him on Team Ootori is his roommate, Tooru Nayuki, fledgling Kabuki actor Kakeru Tengenji, the quiet Shuu Kuga, and Kaito Tsukigami, the younger brother of famous Ayanagi alumni Haruto.

As Hoshitani struggles with his lack of talent, his teammates must also overcome their shortcomings. Facing opposition from other talented Star Teams, including the other four members of the Kao Council, Team Ootori must carve their own path as they aim to perform in the Ayanagi Festival.

[Written by MAL Rewrite]",TV,12,fall 2015,NBCUniversal Entertainment Japan,C-Station,Original,24 min per ep,PG-13 - Teens 13 or older,5014,3462,253,17239,46345
20745,https://myanimelist.net/anime/20745/Love_Live_School_Idol_Project_OVA,https://cdn.myanimelist.net/images/anime/1565/104629.jpg,Love Live! School Idol Project OVA,,6.86,Slice of Life,Bundled with the sixth single of the anime's μ's idol group.,OVA,1,,Lantis,Sunrise,Other,15 min,PG-13 - Teens 13 or older,5054,3218,115,28748,52557
34795,https://myanimelist.net/anime/34795/Tamashii_Insert,https://cdn.myanimelist.net/images/anime/3/89399.jpg,Tamashii Insert,,6.86,Hentai,"Half a year after Naoto Takahashi's father got remarried, he hasn't gotten used to the new family members: his stepmother, Sachiko, and his new little sister, Yui. One night as he tries to figure out how to smooth things over with his sister, he gets an app to allows him to take over someone else's body.",OVA,2,,Mary Jane,New Generation,Manga,17 min per ep,Rx - Hentai,,4841,154,10645,23064
111,https://myanimelist.net/anime/111/Corrector_Yui,https://cdn.myanimelist.net/images/anime/1696/105659.jpg,Corrector Yui,Corrector Yui,6.86,"Adventure, Comedy, Sci-Fi","Yui is an average schoolgirl who lives in a future where all computers are supported by a single global network known as COMNET. Yui is a computer-illiterate girl who after a computer-lab accident is approached by IR, a raccoon looking corrector computer program, which tells her she must save COMNET. She must stop the rogue A.I. (Artificial Intelligence) computer program known as Grosser and his hench-programs from taking over the world. Grosser was originally designed to be that manager of all of COMNET. At first she's very reluctant to play the heroine because of her complete lack of knowledge and ability with computers. To save COMNET she must find and gain the trust of the other seven wayward corrector programs. They must also find the creator or COMNET Professor Inukai, to help stop Grosser for good.

(Source: ANN)",TV,52,spring 1999,"NHK, Studio Tron",Nippon Animation,Original,25 min per ep,G - All Ages,5028,5336,65,7605,18131
35585,https://myanimelist.net/anime/35585/Stella-Rium,https://cdn.myanimelist.net/images/anime/10/85765.jpg,Stella-Rium,,6.86,,Music video for the opening song of Houkago no Pleiades.,Music,1,,,,Original,4 min,G - All Ages,,13215,7,670,1324
6610,https://myanimelist.net/anime/6610/Ibara_no_Ou,https://cdn.myanimelist.net/images/anime/9/87056.jpg,Ibara no Ou,King of Thorn,6.86,"Action, Horror, Mystery, Sci-Fi, Suspense","""Medusa,"" a deadly virus becomes a worldwide epidemic. In order to escape from this deadly virus, a handful of people are chosen to be put into a cold sleep, laying in a capsule hoping for the future cure. Kasumi, a teenage girl is one of the 160 chosen for this procedure, and is guided to a Cold Sleep Capsule Center (CSCC) inside an ancient castle. Understanding that it is hardly possible, Kasumi goes to sleep still anticipating for a reunion with her twin sister Shizuku, who also is infected with the virus. As Kasumi and the others awake, they notice that the CSCC is not as they remembered. Just like the story of ""Sleeping Beauty,"" the castle is covered with thorn, and the awaken are attacked by unknown creatures and monsters! How long were they asleep? Where did the monsters come from? What has happened to the world?

Abandoned in the midst of an enigma, the escapade of the seven survivors begins...

(Source: kingofthorn.net)",Movie,1,,"TV Tokyo, Bandai Visual, Dentsu, Kadokawa Pictures Japan, Enterbrain, Sony PCL",Sunrise,Manga,1 hr 49 min,R+ - Mild Nudity,5044,2573,174,36858,78943
39539,https://myanimelist.net/anime/39539/No_Guns_Life,https://cdn.myanimelist.net/images/anime/1531/102113.jpg,No Guns Life,No Guns Life,6.86,"Action, Drama, Sci-Fi","The technology to create powerful cyborg soldiers has been released for public use by the Berühren Corporation. Those outfitted with robotic parts are known as the Extended. Juuzou Inui, one such Extended, was created as a soldier and has no memories of his former life. But now, after the war, he runs a business that takes care of Extended-related incidents around the city.

Rumors of a renegade Extended that kidnapped a child reach his ears; lo and behold, as Juuzo returns to his office,  a giant robotic man with a boy on his back crashes in, asking for help. While Juuzou could just turn the guy in and be done with it, something about this situation is too fishy to ignore. It seems that everyone wants hold of this kid and, whether he likes it or not, Juuzou must find out why this Extended is on the run, how it connects to the Berühren Corporation, and just how far the treachery runs in this city.

[Written by MAL Rewrite]",TV,12,fall 2019,"Sony Pictures Entertainment, TBS, AT-X, Hakuhodo DY Music & Pictures, BS11, Egg Firm, Good Smile Film",Madhouse,Manga,24 min per ep,PG-13 - Teens 13 or older,5059,1268,329,77511,201583
39606,https://myanimelist.net/anime/39606/Uchi_no_Maid_ga_Uzasugiru__Uchi_no_Maid_wa_Yappari_Mou_Honto_Uzainda_naa,https://cdn.myanimelist.net/images/anime/1022/100738.jpg,Uchi no Maid ga Uzasugiru!: Uchi no Maid wa Yappari Mou Honto Uzainda naa...,UzaMaid! My Maid Is Still Seriously Way Too Annoying...,6.86,"Comedy, Girls Love",Special swimsuit-featured episode included in the fourth DVD/Blu-ray volume.,Special,1,,,Doga Kobo,Manga,24 min,PG-13 - Teens 13 or older,5018,5169,3,9748,19671
41167,https://myanimelist.net/anime/41167/Crescent_Rise,https://cdn.myanimelist.net/images/anime/1094/105689.jpg,Crescent Rise,,6.86,,Official music video for TRIGGER's song Crescent Rise.,Music,1,,,Trigger,Game,6 min,PG-13 - Teens 13 or older,,12011,4,922,1935
3359,https://myanimelist.net/anime/3359/Amatsuki,https://cdn.myanimelist.net/images/anime/12/75555.jpg,Amatsuki,Amatsuki,6.86,"Action, Supernatural","Tokidoki Rikugou is a history-hating student who flunks out of his Japanese History course; his high school forces him to make up for his failed grade by attending a special museum lecture. Its star exhibit, a vast recreation of the Edo Period, promises to alleviate the delinquent student's poor grades with an elaborate simulation of the Tokugawa Shogunate: the Edo Bakumatsu Walking Tour and Exhibition.

Knowing next to nothing about samurai culture or the times he's walked into, he is quickly surprised to learn of the superstitious nature of Japan during the 1600s. Quickly dismissing the existence of gods and demons, he is shocked when confronted by a demon on a bridge, who attacks the unsuspecting high-schooler. Saved by a mysterious swordsman named Kuchiha, he discovers that he can no longer escape the simulation at the history museum.

Meeting another swordsman named Kon Shinonome, he discovers another contemporary that was trapped in the simulation before him. Quickly adjusting to his new home, Tokidoki must now help protect the village from demons, while uncovering the mystery of both the simulation and the company that created it.

[Written by MAL Rewrite]",TV,13,spring 2008,"Frontier Works, Sotsu",Studio Deen,Manga,23 min per ep,PG-13 - Teens 13 or older,5024,3046,122,26576,58744
3098,https://myanimelist.net/anime/3098/Shutsugeki_Machine_Robo_Rescue,https://cdn.myanimelist.net/images/anime/8/28127.jpg,Shutsugeki! Machine Robo Rescue,,6.86,"Action, Sci-Fi","In the future, age is not a factor to determine whether someone can perform a certain task or not, but special talent and training. An organization, Machine Robo Rescue (MRR), was established for robots and children to become partner and rescue people from danger. Then 12 children with various abilities were selected and introduced as part of this program: Robo Rescue!

Meet Oozora Taiyou, one of the children who were chosen as a part of MRR program. After being late on his first day of training, he went to perform a hot rescue with JETROBO. However, a mysterious Robot from mysterious organization, ""The Star""(?), appeared before MRR team to interfere with the rescue. What are the motives of the mysterious organization? And what are their goals?

Life as one of the children chosen as part of MRR has started for Oozora Taiyou. Bumpy and hard training is just ahead for MRR team in order to protect many people's life!

(Source: AnimeNfo)",TV,53,winter 2003,"TV Tokyo, Bandai Visual, Lantis",Sunrise,Unknown,23 min per ep,PG - Children,5011,11036,9,1161,2584
37926,https://myanimelist.net/anime/37926/Nakanohito_Genome_Jikkyouchuu,https://cdn.myanimelist.net/images/anime/1725/102251.jpg,Nakanohito Genome [Jikkyouchuu],The Ones Within,6.86,"Adventure, Drama, Mystery","Iride Akatsuki has unlocked hidden content in the game he's playing, 'Nakanohito Genome,' and it turns out that this content is a real-life game!

He soon wakes up to find that he has been kidnapped and taken to a strange place, along with a number of other teammates. Each of them specializes in a certain sort of game, like cultivation games, fighting games, puzzle games, etc.

A llama-headed 'teacher' gathers them after level 1 is cleared to explain how the game will proceed.

Will this group of gamers succeed, and make it back to their real lives?

(Source: MangaHelpers)",TV,12,summer 2019,"Lantis, AT-X, Docomo Anime Store, Kadokawa Media House, Kadokawa, Muse Communication, Bandai Namco Arts, Bit Promotion",SILVER LINK.,Web manga,23 min per ep,PG-13 - Teens 13 or older,5057,1744,597,57753,138625
31096,https://myanimelist.net/anime/31096/Hibike_Euphonium__Suisougaku-bu_no_Nichijou,https://cdn.myanimelist.net/images/anime/5/74706.jpg,Hibike! Euphonium: Suisougaku-bu no Nichijou,Sound! Euphonium Specials,6.86,Comedy,Short specials included in the Blu-ray/DVD releases.,Special,7,,,Kyoto Animation,Original,2 min per ep,PG-13 - Teens 13 or older,5041,3914,23,16904,36659
28835,https://myanimelist.net/anime/28835/Tesagure_Bukatsumono_Spin-off_Purupurun_Sharumu_to_Asobou,https://cdn.myanimelist.net/images/anime/9/72297.jpg,Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,,6.86,Comedy,A spin-off of the Tesagure! Bukatsumono series.,TV,12,spring 2015,"Bouncy, Just Production, JP Room",Yaoyorozu,Original,23 min per ep,PG-13 - Teens 13 or older,5017,9217,15,1430,4542
2248,https://myanimelist.net/anime/2248/Naruto__Dai_Katsugeki_Yuki_Hime_Ninpouchou_Dattebayo_-_Konoha_no_Sato_no_Dai_Undoukai,https://cdn.myanimelist.net/images/anime/1/2473.jpg,Naruto: Dai Katsugeki!! Yuki Hime Ninpouchou Dattebayo! - Konoha no Sato no Dai Undoukai,Naruto: Hidden Leaf Village Grand Sports Festival,6.86,Comedy,"The Konohagakure Grand Sports Festival has begun with all ninja squads vying for the ultimate prize—a whole week of paid leave! Despite his enthusiasm to achieve victory alongside Sasuke Uchiha and Sakura Haruno, Naruto Uzumaki finds himself in a pinch due to unexpected digestion problems. Caught between the competition and his personal emergency, he faces never-ending obstacles in his frantic search for a way out of the troublesome situation.

[Written by MAL Rewrite]",Special,1,,"Bandai, TV Tokyo Music",Pierrot,Original,11 min,PG-13 - Teens 13 or older,5058,2557,66,44422,79794
43492,https://myanimelist.net/anime/43492/Mr_Fixer,https://cdn.myanimelist.net/images/anime/1881/118218.jpg,Mr. Fixer,,6.86,,"The music video for Sou's Mr. Fixer, the opening of Id:Invaded.",Music,1,,,,Music,3 min,PG-13 - Teens 13 or older,,13332,1,641,1281
43591,https://myanimelist.net/anime/43591/Hetalia_World★Stars,https://cdn.myanimelist.net/images/anime/1698/111088.jpg,Hetalia World★Stars,,6.86,Comedy,"Greece continues to struggle with his nation's financial woes, leaving it up to the other nations to brainstorm ways to restart his economy. This soon kicks off what would be known as the Industrial Revolution, wherein America rises to completely surpass the rest of the world in both technology and economic strength.

Fearing that he is losing his influence on the global scale, England begs the other nations for ideas to restore his country's image. At the same time, smaller nations are eager to make their mark with their newfound independence. Czechoslovakia has officially been split into the Czech Republic and Slovakia, leaving the two nations at odds with each other but with a lot of free time.

[Written by MAL Rewrite]",ONA,12,,"DAX Production, Shueisha, Soranone",Studio Deen,Manga,5 min per ep,PG-13 - Teens 13 or older,5039,4912,113,8004,22219
43755,https://myanimelist.net/anime/43755/Misaki_no_Mayoiga,https://cdn.myanimelist.net/images/anime/1472/116571.jpg,Misaki no Mayoiga,The House of the Lost on the Cape,6.86,"Award Winning, Drama, Fantasy","8-year-old Hiyori, who lost her parents, and Yui, seeking to escape her violent father, got off at a Kitsunezaki station one day. The great earthquake and tsunami had changed their destinies. Their lives were saved, but they were perplexed when asked about their identities at an evacuation site. It was an old woman named Kiwa Yamana who lent them a helping hand. From that day, Yurie was known as Yui, Moeka as Hiyori, and together with Kiwa, the three women began a wonderful communal life together at the old house ""Mayoiga"" overlooking the sea.",Movie,1,,"Aniplex, Kodansha, Fuji TV",David Production,Novel,1 hr 45 min,PG-13 - Teens 13 or older,5055,5863,25,2586,14150
5071,https://myanimelist.net/anime/5071/Croket,https://cdn.myanimelist.net/images/anime/10/88729.jpg,Croket!,Croket!,6.86,"Action, Adventure, Comedy, Fantasy","The ""Forbidden Treasure"" is an extraordinary artefact who can grant any wishes. The people seeking it are called the Bankers, and our hero, Corokke, is one of them.",TV,104,spring 2003,TV Tokyo,OLM,Manga,20 min per ep,G - All Ages,5029,12559,4,607,1608
21195,https://myanimelist.net/anime/21195/Soul_Eater__Late_Night_Show,https://cdn.myanimelist.net/images/anime/4/60791.jpg,Soul Eater: Late Night Show,,6.86,"Action, Comedy, Fantasy","Additional specials included in two Blu-ray Box volumes of Soul Eater.

Originally they were a part of late-night version of dual broadcast of Soul Eater; the regular Monday 6:00 p.m. version and a late-night ""Soul Eater Late Show"" version.

Special footage was added at the start and end of the commercial break; the next episode preview was also different from the regular version.

(Source: Wikipedia)",Special,51,,"TV Tokyo, Aniplex, Dentsu, Media Factory",Bones,Manga,1 min per ep,PG-13 - Teens 13 or older,5013,4374,42,8352,29032
1457,https://myanimelist.net/anime/1457/Key_the_Metal_Idol,https://cdn.myanimelist.net/images/anime/1793/115026.jpg,Key the Metal Idol,Key the Metal Idol,6.86,"Action, Award Winning, Drama, Sci-Fi","Tokiko Mima, nicknamed ""Key,"" is a 17-year-old girl living in the Japanese countryside who, despite her human-like appearance, is a robot. When Key's grandfather Dr. Murao Mima passes away, he leaves her a dying message, telling her that she can become a real girl if she is able to make thirty thousand friends. Thus, Key moves from the quiet Mamio Valley to the busy streets of Tokyo, where she soon runs into her childhood friend Sakura Kuriyagawa.

Key quickly becomes enamored with idol singer Miho Utsuse and wonders if becoming a singer will allow her to make the amount of friends needed for her to become human. But Miho carries a ominous secret: she is connected to Jinsaku Ajou, an old rival of Dr. Mima trying to make new a breakthrough in robotic weaponry. As Key works to become a real girl, Ajou sets a dangerous plan into action, and it turns out there's much more to Key than meets the eye.

[Written by MAL Rewrite]",OVA,15,,"Pony Canyon, Fuji TV, Fuji Creative",Pierrot,Original,34 min per ep,R+ - Mild Nudity,5049,4531,151,6491,26989
20423,https://myanimelist.net/anime/20423/Kamisama_no_Inai_Nichiyoubi__Kioku,https://cdn.myanimelist.net/images/anime/6/59029.jpg,Kamisama no Inai Nichiyoubi: Kioku,Sunday Without God: Memories,6.86,"Fantasy, Mystery","Episode 13 of Kamisama no Inai Nichiyoubi, included in the final Blu-ray/DVD volume of the series.

This bonus episode is separated into three parts.

In the first part, taking place before the characters reach Ostia, Ai and the others visit a hot spring.

In the second part, Alice remembers the times he killed his classmates and encounters Hampnie Hambart. A battle ensues.

In the third and final part, Hampnie dreams of when he first met Hana and is then woken up by Ai.

(Source: Wikipedia)",Special,1,,,Madhouse,Light novel,23 min,R - 17+ (violence & profanity),5047,4347,23,15196,29421
4983,https://myanimelist.net/anime/4983/Hells,https://cdn.myanimelist.net/images/anime/1021/135112.jpg,Hells,,6.86,"Adventure, Comedy, Horror","Amagane Rinne had an accident and died while hurrying to school. She suddenly arrived in an awkward school... in Hell, filled with demons. While she is struggling and wishing to go back to the world whence she came from, she makes friends with her demon schoolmates and develops an uncommon bond.",Movie,1,,,Madhouse,Manga,1 hr 57 min,PG-13 - Teens 13 or older,5038,3968,235,12445,35542
3737,https://myanimelist.net/anime/3737/Usavich,https://cdn.myanimelist.net/images/anime/4/15660.jpg,Usavich,Usavich,6.86,"Adventure, Comedy","Collection of animated shorts from MTV Japan and produced by Studio Kanaban that follows the misadventures of Kirenenko and Putin, two rabbits stuck in a Russian prison.",TV,13,,,Kanaban Graphics,Original,1 min per ep,PG-13 - Teens 13 or older,5019,7765,25,4030,7056
1022,https://myanimelist.net/anime/1022/Generator_Gawl,https://cdn.myanimelist.net/images/anime/2/19006.jpg,Generator Gawl,,6.86,"Action, Adventure, Comedy, Drama, Sci-Fi","Ryo, Gawl and Koji are 3 young boys who travel back into the past with only 1 objective: change history. In their time they discover that their country, Kubere, uses genetically enhanced persons called generators as a military tool. These generators are the cause for the Third War which kills most of the human population. Now Koji, Ryo and Gawl are there to change all the events.

(Source: ANN)",TV,12,fall 1998,,Tatsunoko Production,Original,24 min per ep,PG-13 - Teens 13 or older,5036,6627,29,3891,10440
3419,https://myanimelist.net/anime/3419/Sumomomo_Momomo__Chijou_Saikyou_no_Yome_Specials,https://cdn.myanimelist.net/images/anime/11/5575.jpg,Sumomomo Momomo: Chijou Saikyou no Yome Specials,Sumomomo Momomo: The World's Strongest Bride Specials,6.86,"Comedy, Romance, Ecchi","DVD episodes 23 and 24.[/b]

Based on a seinen manga by Shinobu Ohtaka, serialized in Young Gangan.

Koushi Inuzuka is a smart high school student who aims to become a public prosecutor. Unfortunately for our good guy, he was born into a martial arts family whose head (ie his father) only knows one language: violence. When Koushi was still a baby, his father made a pact with his biggest rival to marry Koushi to his opponent-turned-friend's daughter. The union of the two blood lines is supposed to bring forth Earth's strongest martial arts clan.

Skip forward: Koushi is in high school, oblivious to the marriage arranged for him at his birth. Enter Momoko Kuzuryuu: sugar bomb, airhead, loli martial arts artist and Koushi's self-proclaimed bride (the strongest on Earth, no less). Her wish for sexual intercourse meets with Koushi's square refusal as he has absolutely no desire to get it on with someone who looks like she could be his little sister, not to mention that he doesn't have the foggiest idea who she actually is.

Meanwhile, a war has broken out between the martial arts families. For Koushi, this means that numerous fighters are out to challenge him. As if that weren't bad enough, our protagonist also has a fight phobia due to a traumatic incident that took place in his childhood. Now it's up to Momoko and her superhuman fighting skills to protect her ""husband."" Will the two sweethearts survive the trials and tribulations ahead of them? More importantly, will Momoko get her way receiving a baby from Koushi?",Special,2,,Square Enix,Studio Hibari,Manga,23 min per ep,PG-13 - Teens 13 or older,5015,6059,8,5884,12981
17357,https://myanimelist.net/anime/17357/Dokidoki_Precure_Movie__Mana_Kekkon_Mirai_ni_Tsunagu_Kibou_no_Dress,https://cdn.myanimelist.net/images/anime/1583/142429.jpg,Dokidoki! Precure Movie: Mana Kekkon!!? Mirai ni Tsunagu Kibou no Dress,,6.86,,"Mana is given a wedding dress which was worn by her mother and grandmother.
All of sudden a mysterious man named Matthew appears and takes her to the past world.
Mana is so glad to meet her grandmother and her beloved dog Maro that she had a long time ago, but she can't find two of her best friends Rikka and Alice. It looks her precious memories have been changed somehow.
If things continue as is, the future will be ruined, too.
The Precure girls have to fight to protect their memories and future!!

(Source: Crunchyroll)",Movie,1,,"Asahi Broadcasting, Kinoshita Group Holdings",Toei Animation,Original,1 hr 11 min,G - All Ages,5032,8670,8,2416,5404
48825,https://myanimelist.net/anime/48825/Kamiari_Algorithm,https://cdn.myanimelist.net/images/anime/1444/114599.jpg,Kamiari Algorithm,,6.86,,Music video for Masayoshi Ooishi's Kamiari Algorithm.,Music,1,,,TriF Studio,Original,3 min,PG-13 - Teens 13 or older,,14318,2,480,981
3053,https://myanimelist.net/anime/3053/Ganbare_Kickers,https://cdn.myanimelist.net/images/anime/1322/90364.jpg,Ganbare! Kickers,Fight! Kickers,6.86,Sports,"The Kickers are first and foremost a football team. Actually, they're only playing for their school, but haven't exactly covered themselves with glory. When the new player, Gregor (Daichi Kakeru) arrives at the school, they just had faced a resounding defeat again. However, thanks to Gregor, things are going to change. Highly motivated, they'll try to get rid of their ""always-loser-team"" image. Their strongest enemy are the Devils, who Gregor provokes right from the start. However, it's not all about football. When the captain, Mario (Hongou Masaru), is not pursued by his female fans, the Kickers often hang around and do stuff together.
(Source: AniDB)",TV,23,fall 1986,Nippon Television Network,Pierrot,Manga,23 min per ep,G - All Ages,5035,6678,37,6433,10242
49098,https://myanimelist.net/anime/49098/Xi_Xing_Ji__Suming_Pian,https://cdn.myanimelist.net/images/anime/1751/125380.jpg,Xi Xing Ji: Suming Pian,The Westward 3rd Season,6.86,"Action, Adventure, Fantasy",The third season of Xi Xing Ji.,ONA,20,,Tencent Penguin Pictures,BYMENT,Manga,14 min per ep,PG-13 - Teens 13 or older,5022,13701,4,322,1158
15673,https://myanimelist.net/anime/15673/Tell_Your_World,https://cdn.myanimelist.net/images/anime/2/42663.jpg,Tell Your World,,6.86,,"Music video from livetune under the label Toy's Factory.

Tell Your World is the theme song used in the Google Chrome commercial of Google Japan.",Music,1,,Toy's Factory,,Mixed media,4 min,G - All Ages,,8100,12,3834,6359
2705,https://myanimelist.net/anime/2705/Bakusou_Kyoudai_Lets___Go,https://cdn.myanimelist.net/images/anime/7/26251.jpg,Bakusou Kyoudai Let's & Go,,6.86,Adventure,"Based on the manga by Tetsuhiro Koshita, Bakusou Kyoudai Let's &amp; Go!! has two main seasons evolving around the Go brothers and the TRF Victorys. The third season, Bakusou Kyoudai Let's &amp; Go!! MAX evolves more around two new main characters, but the primary idea is the same... Racing!

Let's &amp; Go!! focuses on Retsu and Go Seiba, two young brothers who receive racing cars called ""Mini 4WD"" by Dr. Tsuchia. From there on, the series portraits those two boys, training and customizing parts to later on participate on Japans Cup, where all of Japan's racers enter to be the best of the best!",TV,51,winter 1996,"TV Tokyo, Yomiko Advertising",Xebec,Manga,25 min per ep,G - All Ages,5026,6208,47,6741,12240
